ItemNumber,Length
UC11-0017-P,1
UC11-0018-P,1
UC11-0019-P,1
UC11-0020-P,1
UC11-0022-P,1
UC11-0023-P,1
UC11-0024-P,1
UC11-0025-P,1
UC11-0026-P,1
UC11-0028-S,1
UC11-0029-S,1
UC11-0031-S,1
UC11-0032-S,1
UC11-0034-S,1
UC11-0035-P,1
UC11-0036-S,1
UC11-0037-S,1
UC11-0039-S,1
UC11-0040-S,1
UC11-0044-S,1
UC11-0045-S,1
UC11-0046-S,1
UC11-0047-S,1
UC11-0048-S,1
UC11-0049-S,1
UC11-0050-S,1
UC11-0051-S,1
UC11-0052-S,1
UC11-0053-S,1
UC11-0054-S,1
UC11-0055-S,1
UC11-0072-P,1
UC11-0079-P,1
UC11-0080-S,1
UC11-0081-P,1
UC11-0083-P,1
UC11-0106-S,1
UC11-0107-S,1
UC11-0127-P,1
UC11-0136-S,1
UC11-0157-P,1
UC11-0166-P,1
UC11-0193-P,1
UC11-0217-S,1
UC11-0233-S,1
UC11-0241-P,1
UC11-0279-P,1
UC11-0283-P,1
UC11-0287-P,1
UC11-0288-P,1
UC11-0290-S,1
UC11-0291-S,1
UC11-0317-P,1
UC11-0350-P,1
UC11-0461-S,1
UC11-0475-P,1
UC11-0479-S,1
UC11-0484-S,1
UC11-0512-P,1
UC11-0522-P,1
UC11-0604-S,1
UC11-0647-S,1
UC11-0670-S,1
UC11-0671-S,1
UC11-0676-S,1
UC11-0677-P,1
UC11-0678-P,1
UC11-0773-S,1
UC11-0776-S,1
UC11-0805-P,1
UC11-0817-S,1
UC11-0873-S,1
UC11-0935-P,1
UC11-0937-S,1
UC11-0939-P,1
UC11-0946-P,1
UC11-0949-S,1
UC11-0953-S,1
UC11-0960-P,1
UC11-1257-P,1
UC11-1311-P,1
UC11-1312-P,1
UC11-1314-P,1
UC11-1470-S,1
UC11-1683-S,1
UC11-1766-S,1
UC11-2148-S,1
UC11-2363-S,1
UC11-2507-P,1
UC11-2551-S,1
UC11-2999-S,1
UC11-3014-P,1
UC11-3159-P,1
UC11-3426-S,1
UC11-3885-S,1
UC11-3945-P,1
UC11-4581-S,1
UC11-4882-S,1
UC11-6955-P,1
UC12-0000-S,1
UC12-0002-P,1
UC12-0003-P,1
UC12-0004-P,1
UC12-0005-P,1
UC12-0006-P,1
UC12-0007-S,1
UC12-0008-S,1
UC12-0009-S,1
UC12-0010-S,1
UC12-0011-S,1
UC12-0239-S,1
UC12-0364-P,1
UC12-0395-P,1
UC12-0396-S,1
UC12-0500-P,1
UC12-0501-P,1
UC12-0502-S,1
UC12-0983-P,1
UC12-1065-P,1
UC12-1080-P,1
UC12-1165-P,1
UC12-1199-P,1
UC12-1206-P,1
UC12-1230-P,1
UC12-1241-P,1
UC12-1651-S,1
UC12-1731-S,1
UC12-1732-S,1
UC12-1822-P,1
UC12-1881-S,1
UC12-2007-P,1
UC12-2008-P,1
UC12-2010-P,1
UC12-2031-P,1
UC12-2044-P,1
UC12-2045-P,1
UC12-2046-P,1
UC12-2183-S,1
UC12-2202-S,1
UC12-2895-P,1
UC12-3900-P,1
UC12-4499-S,1
UC12-4500-P,1
UC12-5517-P,1
UC12-5536-P,1
UC12-5840-P,1
UC12-5905-P,1
UC12-5910-P,1
UC12-5911-S,1
UC21-0002-P,1
UC21-0005-P,1
UC21-0006-P,1
UC21-0007-P,1
UC21-0008-P,1
UC21-0027-S,1
UC21-0043-S,1
UC21-0046-S,1
UC21-0047-S,1
UC21-0049-S,1
UC21-0050-S,1
UC21-0052-P,1
UC21-0055-S,1
UC21-0056-S,1
UC21-0057-P,1
UC21-0058-S,1
UC21-0059-P,1
UC21-0068-P,1
UC21-0078-P,1
UC21-0079-P,1
UC21-0080-S,1
UC21-0082-S,1
UC21-0083-S,1
UC21-0084-S,1
UC21-0085-S,1
UC21-0086-S,1
UC21-0088-S,1
UC21-0089-S,1
UC21-0091-S,1
UC21-0095-S,1
UC21-0096-S,1
UC21-0099-S,1
UC21-0101-S,1
UC21-0102-S,1
UC21-0103-S,1
UC21-0104-S,1
UC21-0105-S,1
UC21-0131-S,1
UC21-0147-P,1
UC21-0157-P,1
UC21-0172-P,1
UC21-0173-P,1
UC21-0175-S,1
UC21-0176-S,1
UC21-0177-S,1
UC21-0186-P,1
UC21-0187-P,1
UC21-0189-P,1
UC21-0199-P,1
UC21-0203-P,1
UC21-0206-P,1
UC21-0207-S,1
UC21-0208-S,1
UC21-0209-S,1
UC21-0210-P,1
UC21-0211-P,1
UC21-0212-P,1
UC21-0218-P,1
UC21-0228-P,1
UC21-0232-P,1
UC21-0237-P,1
UC21-0238-S,1
UC21-0243-S,1
UC21-0245-S,1
UC21-0251-P,1
UC21-0291-P,1
UC21-0315-P,1
UC21-0317-S,1
UC21-0336-S,1
UC21-0337-P,1
UC21-0346-P,1
UC21-0347-S,1
UC21-0354-S,1
UC21-0355-S,1
UC21-0357-S,1
UC21-0358-S,1
UC21-0383-P,1
UC21-0384-P,1
UC21-0427-S,1
UC21-0470-P,1
UC21-0498-P,1
UC21-0510-P,1
UC21-0513-P,1
UC21-0554-P,1
UC21-0557-P,1
UC21-0561-P,1
UC21-0565-P,1
UC21-0566-P,1
UC21-0567-P,1
UC21-0568-P,1
UC21-0569-P,1
UC21-0570-P,1
UC21-0571-P,1
UC21-0572-P,1
UC21-0573-P,1
UC21-0574-P,1
UC21-0575-P,1
UC21-0576-P,1
UC21-0577-S,1
UC21-0579-S,1
UC21-0581-S,1
UC21-0583-S,1
UC21-0585-S,1
UC21-0588-S,1
UC21-0593-S,1
UC21-0596-S,1
UC21-0597-S,1
UC21-0599-S,1
UC21-0600-S,1
UC21-0601-S,1
UC21-0602-S,1
UC21-0603-S,1
UC21-0608-P,1
UC21-0612-S,1
UC21-0613-S,1
UC21-0614-S,1
UC21-0615-S,1
UC21-0616-S,1
UC21-0617-P,1
UC21-0618-S,1
UC21-0620-P,1
UC21-0624-P,1
UC21-0626-P,1
UC21-0629-P,1
UC21-0631-S,1
UC21-0635-S,1
UC21-0637-S,1
UC21-0640-P,1
UC21-0649-P,1
UC21-0653-P,1
UC21-0660-P,1
UC21-0666-S,1
UC21-1052-P,1
UC21-1247-P,1
UC21-1717-P,1
UC21-1806-S,1
UC21-1816-P,1
UC21-2229-P,1
UC21-2431-P,1
UC21-2750-S,1
UC21-2754-P,1
UC21-2772-P,1
UC21-2905-S,1
UC21-2926-S,1
UC21-3084-P,1
UC21-3603-P,1
UC21-3627-P,1
UC21-3906-P,1
UC21-3907-P,1
UC21-3908-P,1
UC21-3909-P,1
UC21-3911-P,1
UC21-4285-S,1
UC21-4300-P,1
UC21-4301-P,1
UC21-4451-P,1
UC21-4480-S,1
UC21-4489-P,1
UC21-4496-S,1
UC21-4497-P,1
UC21-4501-S,1
UC21-5549-P,1
UC21-5974-S,1
UC21-6203-S,1
UC21-9675-P,1
UC22-0000-P,1
UC22-0001-P,1
UC22-0002-P,1
UC22-0003-P,1
UC22-0004-P,1
UC22-0005-S,1
UC22-0006-S,1
UC22-0007-S,1
UC22-0008-S,1
UC22-0009-S,1
UC22-0011-P,1
UC22-0023-S,1
UC22-0080-S,1
UC22-0226-S,1
UC22-0298-P,1
UC22-0320-P,1
UC22-0365-S,1
UC22-0376-S,1
UC22-0400-P,1
UC22-0491-S,1
UC22-0587-P,1
UC22-0591-S,1
UC22-0961-P,1
UC22-0982-P,1
UC22-1013-P,1
UC22-1183-P,1
UC22-1185-S,1
UC22-1411-P,1
UC22-1413-P,1
UC22-1418-P,1
UC22-1712-P,1
UC22-1877-P,1
UC22-2148-P,1
UC22-2178-P,1
UC22-2208-S,1
UC22-2582-P,1
UC22-2599-P,1
UC22-2917-S,1
UC22-3061-S,1
UC22-3213-S,1
UC22-3257-S,1
UC22-3258-S,1
UC22-3409-P,1
UC22-3410-P,1
UC22-3733-S,1
UC31-0000-P,1
UC31-0001-P,1
UC31-0002-P,1
UC31-0003-P,1
UC31-0004-P,1
UC31-0005-P,1
UC31-0006-P,1
UC31-0007-P,1
UC31-0008-P,1
UC31-0009-P,1
UC31-0010-P,1
UC31-0011-P,1
UC31-0012-P,1
UC31-0015-P,1
UC31-0016-P,1
UC31-0017-P,1
UC31-0019-P,1
UC31-0020-P,1
UC31-0021-P,1
UC31-0022-P,1
UC31-0023-P,1
UC31-0024-P,1
UC31-0025-P,1
UC31-0027-S,1
UC31-0028-S,1
UC31-0029-S,1
UC31-0030-S,1
UC31-0032-S,1
UC31-0033-S,1
UC31-0034-S,1
UC31-0035-S,1
UC31-0038-S,1
UC31-0039-S,1
UC31-0040-P,1
UC31-0043-S,1
UC31-0044-S,1
UC31-0045-S,1
UC31-0046-S,1
UC31-0047-S,1
UC31-0048-S,1
UC31-0049-S,1
UC31-0050-S,1
UC31-0051-S,1
UC31-0052-S,1
UC31-0053-S,1
UC31-0054-P,1
UC31-0071-S,1
UC31-0085-P,1
UC31-0086-S,1
UC31-0091-P,1
UC31-0093-P,1
UC31-0097-S,1
UC31-0159-S,1
UC31-0166-S,1
UC31-0179-S,1
UC31-0180-S,1
UC31-0192-S,1
UC31-0261-S,1
UC31-0262-P,1
UC31-0323-P,1
UC31-0349-P,1
UC31-0413-S,1
UC31-0421-S,1
UC31-0425-P,1
UC31-0428-S,1
UC31-0441-P,1
UC31-0450-P,1
UC31-0490-P,1
UC31-0631-S,1
UC31-0632-P,1
UC31-0723-P,1
UC31-0729-P,1
UC31-0732-P,1
UC31-0761-P,1
UC31-0804-P,1
UC31-0957-P,1
UC31-1016-S,1
UC31-1017-S,1
UC31-1018-S,1
UC31-1019-S,1
UC31-1020-S,1
UC31-1021-S,1
UC31-1022-S,1
UC31-1023-S,1
UC31-1024-P,1
UC31-1025-P,1
UC31-1026-P,1
UC31-1027-P,1
UC31-1028-P,1
UC31-1030-P,1
UC31-1031-P,1
UC31-1032-P,1
UC31-1033-P,1
UC31-1034-S,1
UC31-1035-S,1
UC31-1036-P,1
UC31-1112-P,1
UC31-1132-P,1
UC31-1133-P,1
UC31-1134-S,1
UC31-1141-S,1
UC31-1142-S,1
UC31-1143-S,1
UC31-1146-S,1
UC31-1148-S,1
UC31-1149-S,1
UC31-1150-P,1
UC31-1156-P,1
UC31-1157-P,1
UC31-1159-P,1
UC31-1165-P,1
UC31-1166-S,1
UC31-1191-P,1
UC31-1201-P,1
UC31-1592-S,1
UC31-1661-P,1
UC31-1673-P,1
UC31-1747-S,1
UC31-2145-P,1
UC31-2158-P,1
UC31-2172-S,1
UC31-2490-P,1
UC31-2492-S,1
UC31-2497-S,1
UC31-2498-S,1
UC31-2499-S,1
UC31-2504-S,1
UC31-2657-P,1
UC31-2739-P,1
UC31-2763-P,1
UC31-2771-S,1
UC31-2927-S,1
UC31-2952-P,1
UC31-2953-P,1
UC31-3190-P,1
UC31-3192-P,1
UC31-3506-S,1
UC31-3512-S,1
UC31-3532-P,1
UC31-3794-S,1
UC31-3860-P,1
UC31-4112-P,1
UC31-4121-P,1
UC31-4130-S,1
UC31-4132-P,1
UC31-4144-S,1
UC31-4148-P,1
UC31-4155-P,1
UC31-4374-P,1
UC31-4385-S,1
UC31-4518-P,1
UC31-4542-P,1
UC31-4545-P,1
UC31-4579-P,1
UC31-4632-S,1
UC31-4633-S,1
UC31-4727-S,1
UC31-4784-S,1
UC31-4871-P,1
UC31-4885-P,1
UC31-5015-P,1
UC31-5253-P,1
UC31-5268-P,1
UC31-5295-S,1
UC31-5296-S,1
UC31-5541-P,1
UC31-5714-P,1
UC31-5716-P,1
UC31-5732-P,1
UC31-5743-P,1
UC31-5748-P,1
UC31-6621-S,1
UC31-6625-S,1
UC31-6626-S,1
UC31-6627-S,1
UC31-6736-S,1
UC31-6737-S,1
UC31-6876-P,1
UC31-7344-P,1
UC32-0000-P,1
UC32-0001-P,1
UC32-0002-P,1
UC32-0003-P,1
UC32-0004-P,1
UC32-0005-S,1
UC32-0006-S,1
UC32-0007-S,1
UC32-0008-S,1
UC32-0009-S,1
UC32-0024-S,1
UC32-0058-S,1
UC32-0071-P,1
UC32-0074-S,1
UC32-0232-P,1
UC32-0403-P,1
UC32-1062-S,1
UC32-1111-P,1
UC32-1171-S,1
UC32-1233-P,1
UC32-1600-P,1
UC32-2675-P,1
UC32-2823-S,1
UC32-3038-S,1
UC32-4516-S,1
UD11-0000-P,1
UD11-0001-P,1
UD11-0002-P,1
UD11-0003-P,1
UD11-0005-P,1
UD11-0007-P,1
UD11-0010-P,1
UD11-0011-P,1
UD11-0012-P,1
UD11-0014-P,1
UD11-0017-P,1
UD11-0019-P,1
UD11-0021-P,1
UD11-0023-P,1
UD11-0025-P,1
UD11-0026-P,1
UD11-0027-P,1
UD11-0028-P,1
UD11-0029-P,1
UD11-0030-P,1
UD11-0032-S,1
UD11-0033-S,1
UD11-0034-S,1
UD11-0035-S,1
UD11-0037-S,1
UD11-0039-S,1
UD11-0042-S,1
UD11-0043-S,1
UD11-0044-S,1
UD11-0045-S,1
UD11-0046-S,1
UD11-0049-S,1
UD11-0051-S,1
UD11-0053-S,1
UD11-0055-S,1
UD11-0057-S,1
UD11-0058-S,1
UD11-0059-S,1
UD11-0060-S,1
UD11-0061-S,1
UD11-0062-S,1
UD11-0078-P,1
UD11-0083-S,1
UD11-0086-P,1
UD11-0088-P,1
UD11-0091-P,1
UD11-0093-P,1
UD11-0094-S,1
UD11-0095-P,1
UD11-0096-S,1
UD11-0126-P,1
UD11-0139-P,1
UD11-0141-P,1
UD11-0147-S,1
UD11-0148-S,1
UD11-0154-P,1
UD11-0172-P,1
UD11-0267-P,1
UD11-0371-S,1
UD11-0457-P,1
UD11-0466-S,1
UD11-0717-S,1
UD11-0737-P,1
UD11-0963-S,1
UD11-0966-S,1
UD11-1089-P,1
UD11-1110-P,1
UD11-1216-S,1
UD11-1382-S,1
UD11-1744-S,1
UD11-1813-S,1
UD11-1846-P,1
UD11-1871-P,1
UD11-1878-S,1
UD11-1887-P,1
UD11-1890-S,1
UD11-1919-P,1
UD11-1955-S,1
UD11-2106-P,1
UD11-2108-P,1
UD11-2109-P,1
UD11-2136-P,1
UD11-2185-P,1
UD11-2191-P,1
UD11-2192-P,1
UD11-2193-P,1
UD11-2194-S,1
UD11-2200-S,1
UD11-2202-S,1
UD11-2203-P,1
UD11-2204-S,1
UD11-2380-S,1
UD11-2449-S,1
UD11-2489-S,1
UD11-2490-S,1
UD11-2540-P,1
UD11-2658-S,1
UD11-2684-P,1
UD11-2756-S,1
UD11-2934-P,1
UD11-2938-P,1
UD11-2940-P,1
UD11-2963-P,1
